Elapsed,CALU6 WT-5uME,CALU6 WT-5uME,CALU6 WT-5uME,CALU6 WT-5uMAE,CALU6 WT-5uMAE,CALU6 WT-5uMAE,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT
44,0.1580426,0.3271996,0.2610939,0.3659036,0.1146607,0.2965882,0.2440211,0.4999249,0.2382505,0.1098974,0.3903006,0.2887176,0.2751789,0.3379555,0.1672278,0.4651476,0.1634547,0.1694643,0.2795666,0.112373,0.2104731,0.4267851,0.5834619,0.5704866,0.4732231,0.362011,0.5721256,0.6389143,0.6174538,0.5037662,0.8925986,0.5252438,0.5049955,0.8419949,0.8077981,0.8415169,0.5069247,0.6145514,0.3245704,0.4114367,0.3625232,0.5664403,0.3903006,0.2980393,0.4305753,0.3245021,0.2507307,0.3333117,0.4853618,0.2539916,0.2734375,0.3106732,0.3527064,0.3266875,0.2328726,0.2106438,0.2185998,0.3967541,0.2170803,0.01901907,0.1171875,0.2112926,0.116846,0.02921151,0.06233269,0.02309946,0.1407479,0.1007635,0.1440259,0.217029,0.2160047,0.1873224,0.2483917,0.134431,0.1488746,0.1396723,0.29092,0.176669,0.1854786,0.1176143,0.1625499,0.1469112,0.07583725,0.05830351,0.09647822,0.1251605,0.02371408,0.1300604,0.01355578,0.06584968,0.02731643
46,0.1439576,0.3263972,0.2582086,0.2980564,0.1342432,0.2920468,0.2936346,0.4957591,0.2497746,0.1285921,0.3719986,0.2828446,0.2698181,0.3356336,0.1891492,0.459138,0.1787861,0.1549525,0.2865494,0.2087658,0.2000587,0.4367727,0.6174197,0.5449628,0.4833814,0.4029857,0.5709476,0.6891253,0.6427898,0.5272925,0.9908183,0.466172,0.5088539,0.8486874,0.8041958,0.8271415,0.6121442,0.5961982,0.3581526,0.384769,0.3892421,0.598503,0.4719597,0.3405847,0.4848496,0.3306483,0.2509014,0.3432139,0.4789424,0.252438,0.2682815,0.32119,0.3409774,0.3964127,0.2166364,0.2919273,0.2461723,0.3740302,0.1951418,0.02045318,0.1154461,0.2075366,0.1121681,0.03933566,0.0691618,0.02422626,0.1376065,0.1330139,0.1738862,0.2480503,0.2312848,0.1883126,0.2641158,0.1547647,0.1717009,0.1439747,0.2967248,0.196849,0.1924101,0.1165899,0.1955174,0.1481063,0.07517141,0.06064248,0.09460022,0.1178533,0.02272386,0.1254507,0.01263385,0.07167149,0.02789691
48,0.142421,0.3103488,0.2739326,0.3100074,0.1558744,0.2990979,0.2572866,0.5113636,0.230619,0.1398943,0.3550112,0.2796007,0.2855079,0.3615159,0.1690887,0.4789595,0.2075025,0.1429674,0.3305801,0.2722936,0.1977027,0.3948932,0.6651551,0.5538236,0.5033394,0.4065709,0.5657575,0.7449533,0.6676478,0.5908544,1.03029,0.527873,0.5499822,0.8515215,0.7646723,0.8609456,0.6433703,0.6541603,0.4249412,0.3951322,0.3850593,0.6801621,0.4524626,0.3232729,0.4784644,0.3714693,0.2671718,0.3894811,0.4601453,0.2518404,0.2758618,0.3264655,0.3456894,0.4532991,0.2361847,0.3372214,0.269323,0.3888323,0.2215533,0.01910443,0.1162144,0.25855,0.1171192,0.04643793,0.06388631,0.02041903,0.1395016,0.1754056,0.1706082,0.2319848,0.2270849,0.1821152,0.2901347,0.1618328,0.163062,0.1146607,0.2965028,0.1927345,0.2014758,0.1218825,0.2074,0.1617986,0.09386609,0.05009151,0.09683675,0.1097779,0.01992392,0.1115023,0.01345334,0.04824765,0.02352628
50,0.1552768,0.3032636,0.3035538,0.3536454,0.1661181,0.301471,0.283169,0.5044662,0.2282459,0.1487892,0.369745,0.2656011,0.2688108,0.358955,0.1685765,0.5087686,0.2087317,0.1680985,0.3253046,0.3060465,0.1859737,0.3744912,0.6704989,0.5433068,0.5024516,0.3309898,0.5647672,0.7619578,0.6851644,0.6401777,0.9882402,0.5530894,0.5389361,0.839195,0.7504336,0.8496264,0.6470921,0.6362509,0.5735939,0.3624549,0.3897543,0.7359217,0.4463846,0.3594159,0.5061223,0.3889177,0.3039124,0.4278948,0.4731035,0.2555282,0.3023075,0.3390652,0.3764546,0.5108685,0.2689815,0.4261363,0.3072757,0.4000662,0.1939808,0.0197532,0.114012,0.2927127,0.1186728,0.03680889,0.08580774,0.02513112,0.132092,0.1622425,0.1693107,0.247982,0.2525916,0.1742618,0.3147707,0.1624474,0.1568475,0.114029,0.2757252,0.2232606,0.2021075,0.1227703,0.2164657,0.1826957,0.07112516,0.06776182,0.1036317,0.1328603,0.02716278,0.06400581,0.01055097,0.04054783,0.02593354
52,0.1748252,0.3093415,0.2905444,0.3641622,0.1780007,0.3247412,0.3043392,0.5561284,0.2111902,0.1607572,0.3470041,0.2727717,0.2598988,0.3836422,0.1348407,0.4932494,0.2195217,0.1833786,0.334319,0.2926102,0.1866054,0.3919737,0.7238172,0.5770084,0.517561,0.3569404,0.6059638,0.8072177,0.7590895,0.6795816,1.057709,0.5663038,0.5270364,0.819032,0.7432289,0.8845061,0.6499433,0.6244878,0.600825,0.4707304,0.4475627,0.8082591,0.4915421,0.3899933,0.4805302,0.4032247,0.3308703,0.4616306,0.5038516,0.2694766,0.3427017,0.3811496,0.4094733,0.5403702,0.2719692,0.4636281,0.316956,0.4242242,0.2181559,0.0194971,0.1099486,0.2370383,0.1202435,0.04099172,0.08440778,0.03117488,0.134892,0.1701472,0.1966954,0.2817178,0.2694937,0.1794007,0.3349507,0.1370943,0.1372992,0.1114169,0.2918761,0.2377554,0.2084415,0.1380846,0.2489722,0.1662034,0.1558061,0.07341291,0.1063634,0.1062439,0.03445285,0.07472751,0.01543378,0.05033053,0.03018466
54,0.1828494,0.3490016,0.2880006,0.3486943,0.1836689,0.3423261,0.2979199,0.5537894,0.2325482,0.1629767,0.4143049,0.2805568,0.2728912,0.3735693,0.1823372,0.4626379,0.223124,0.1971734,0.3436066,0.3166145,0.2044293,0.3470724,0.70712,0.5818571,0.5261145,0.376079,0.6827401,0.784767,0.7392851,0.6826376,1.076746,0.551109,0.5449116,0.7639211,0.7338048,0.9002643,0.6713867,0.5890276,0.6151319,0.5963689,0.4387019,0.7991252,0.4704573,0.3985468,0.4937104,0.4212535,0.3345239,0.4727962,0.5257901,0.2888713,0.3667231,0.4315826,0.4282875,0.711576,0.3144463,0.4635086,0.3094269,0.4170878,0.2170291,0.0185581,0.09726357,0.25056,0.1173411,0.03846495,0.07609334,0.03476016,0.1329115,0.2197778,0.2297653,0.2868226,0.2819227,0.1835152,0.3552502,0.1538769,0.1453234,0.1248019,0.2854567,0.2105926,0.2454894,0.1425064,0.2566037,0.1682009,0.07011787,0.07967862,0.1200387,0.1470478,0.02863104,0.08647358,0.01726057,0.04558429,0.03414554
56,0.1927516,0.3381774,0.2778935,0.3589891,0.1930247,0.350743,0.2971174,0.5475408,0.2372091,0.1502745,0.4100197,0.2812397,0.2981418,0.3705303,0.188381,0.4959298,0.2509697,0.1747227,0.3483528,0.3286338,0.1833957,0.3810642,0.6934276,0.5748402,0.5078979,0.440836,0.8011398,0.7820182,0.8526312,0.6968422,1.116235,0.5365289,0.5417019,0.7700332,0.7029201,0.8591872,0.7240391,0.6091906,0.7531482,0.5256023,0.5291364,0.8105298,0.4391629,0.4038393,0.5103563,0.4031564,0.304066,0.4745547,0.606954,0.32189,0.4113513,0.4561503,0.4735645,0.687162,0.3260216,0.4774229,0.2939077,0.4443188,0.1981807,0.02113609,0.0946173,0.244465,0.1136364,0.04867447,0.07481288,0.03484552,0.1371797,0.2074342,0.2371408,0.3331922,0.3086757,0.1905492,0.3523307,0.1573768,0.1584182,0.1334749,0.3317922,0.2753155,0.2780813,0.1670229,0.2522843,0.1823201,0.1610304,0.0884711,0.08430534,0.1395699,0.02299702,0.1173582,0.01838737,0.06130832,0.02258728
58,0.2337774,0.3208315,0.2779788,0.3452455,0.1956881,0.3479772,0.2956833,0.6191952,0.2455406,0.1450332,0.4331532,0.2570476,0.2953419,0.3948761,0.2073317,0.5245438,0.2469064,0.1728277,0.3649134,0.2370383,0.1870493,0.432385,0.7492043,0.6305315,0.5632648,0.4772864,0.7825304,0.8212515,0.8801184,0.7290756,1.114101,0.555087,0.6223025,0.7995349,0.7208636,0.9211442,0.7260879,0.574806,0.6185806,0.5727232,0.534924,0.7787744,0.5388166,0.43568,0.5141294,0.4445237,0.3107074,0.4733596,0.6154051,0.3247924,0.4586771,0.4708158,0.589813,0.6725476,0.3291289,0.4975688,0.3118512,0.4617843,0.223107,0.02540428,0.06963983,0.225941,0.1230093,0.03984785,0.07720307,0.03629671,0.1519989,0.2382676,0.2735399,0.3514771,0.3221802,0.2182754,0.3611915,0.2260093,0.1855127,0.1459551,0.4045222,0.2591988,0.2979198,0.1741593,0.2409651,0.1783763,0.1472697,0.1111267,0.09036617,0.1273458,0.04358678,0.1429674,0.01408504,0.06494482,0.02880176
60,0.2702449,0.2952906,0.2848592,0.3670816,0.2187022,0.3470553,0.2838519,0.6198099,0.275913,0.1411747,0.442014,0.2614012,0.2915858,0.393442,0.2299873,0.4900056,0.2311653,0.1898492,0.3853836,0.262067,0.2693059,0.4444896,0.7450898,0.6324096,0.5293071,0.534446,0.8458021,0.721905,0.979055,0.7513043,1.141434,0.5324656,0.6482189,0.7903327,0.7023225,0.96847,0.7270781,0.6136637,0.5927154,0.6008762,0.4760401,0.8071835,0.5154269,0.4449847,0.5250731,0.479779,0.3390652,0.537024,0.6816133,0.3396798,0.455843,0.502776,0.5721427,0.7008031,0.3312288,0.5320046,0.3381603,0.4590185,0.2243021,0.03515283,0.1080023,0.2198631,0.127397,0.042699,0.07191051,0.0419478,0.1471673,0.2542477,0.2734545,0.3419676,0.336675,0.2295263,0.3755156,0.2151169,0.1778641,0.1817738,0.4603331,0.2730107,0.3111342,0.2168583,0.2487673,0.174313,0.150377,0.09953425,0.08623456,0.14476,0.03064562,0.1186558,0.02002636,0.06214488,0.01521184
62,0.2854909,0.2951711,0.2687766,0.3464748,0.2213314,0.3620452,0.333141,0.625,0.2534111,0.1970539,0.414322,0.2745984,0.298193,0.3772399,0.2255996,0.496903,0.2626816,0.1743301,0.3640427,0.3159658,0.1973783,0.4894592,0.6962104,0.6301901,0.4627062,0.5703329,0.8680138,0.785228,0.9698358,0.7084858,1.090847,0.5300412,0.6376508,0.7374071,0.7088443,1.068448,0.6942301,0.5829498,0.6639941,0.4174292,0.5120124,0.8516239,0.4840472,0.4571747,0.5325168,0.4777303,0.3469358,0.5672769,0.6599821,0.3194657,0.5003005,0.5349923,0.5820619,0.7692478,0.3429749,0.5725183,0.3897031,0.4449164,0.263245,0.03259192,0.1020098,0.1857005,0.1222923,0.05328412,0.08153955,0.05239633,0.138187,0.2784057,0.2703303,0.3724083,0.3761643,0.2414431,0.3959175,0.2742911,0.2166876,0.182525,0.4777302,0.3147024,0.358716,0.2632109,0.2770057,0.2033879,0.1542354,0.07295195,0.08095907,0.1273458,0.03535771,0.1463137,0.02617256,0.08917108,0.0178069
64,0.3036392,0.2919102,0.2747521,0.4134513,0.2440211,0.3673036,0.2992686,0.6618601,0.2489893,0.2018343,0.4207584,0.2843811,0.3021539,0.3701377,0.2147925,0.5371094,0.2609573,0.1661863,0.3670304,0.3211559,0.206683,0.4594965,0.6997104,0.6365412,0.5475749,0.6787621,0.8934693,0.7580651,1.044802,0.6809645,1.091138,0.5892667,0.6531188,0.7376291,0.787362,0.9997985,0.7751038,0.6190074,0.6463922,0.5168269,0.4250607,0.8202954,0.4037027,0.4715328,0.5599698,0.4654379,0.3623866,0.5518773,0.6896375,0.3340117,0.4997712,0.5681989,0.6120076,0.7759062,0.356599,0.6414069,0.3677645,0.4719426,0.2372944,0.03919908,0.09000765,0.2184973,0.1141144,0.07372022,0.1005928,0.04730865,0.1328091,0.3151975,0.2862933,0.3852812,0.4641062,0.2919785,0.4003735,0.2849616,0.2384212,0.1964393,0.4617843,0.3391335,0.3982053,0.2688791,0.3140365,0.2272215,0.1444868,0.06441556,0.09557337,0.1103925,0.03697962,0.1679619,0.02463601,0.1482429,0.03131146
66,0.2429797,0.2989784,0.2672913,0.3251851,0.2454381,0.3615671,0.3107756,0.606476,0.2548623,0.1826786,0.4210145,0.2974077,0.3064904,0.3888665,0.2299361,0.5395508,0.2445845,0.1923248,0.3456553,0.3287191,0.1948003,0.4398116,0.7176368,0.6847034,0.5493676,0.6466824,1.044683,0.7681723,1.075841,0.6814597,1.075414,0.5560943,0.6748695,0.7020664,0.8045884,1.010896,0.8172223,0.6468019,0.6861547,0.6241463,0.481179,0.7930131,0.4212535,0.4778839,0.5465847,0.4594283,0.3996736,0.5851863,0.7160491,0.3322532,0.514505,0.566355,0.6068858,0.7953521,0.3834203,0.6367972,0.4057856,0.4800692,0.2145535,0.03071391,0.1152412,0.2106438,0.1252629,0.0911003,0.08273464,0.06849596,0.1316823,0.3141048,0.3317922,0.3905738,0.48823,0.3440334,0.4404945,0.2720204,0.2579183,0.2122658,0.5033394,0.3481991,0.409166,0.2814788,0.3454504,0.2246777,0.1341578,0.06552529,0.06047175,0.1324335,0.06153026,0.1544403,0.02548965,0.1373163,0.04990371
68,0.2935321,0.3189535,0.2542648,0.332902,0.2410163,0.3642988,0.3296923,0.6150295,0.2255484,0.1997173,0.4276046,0.2732497,0.3029563,0.4235754,0.2268971,0.6340656,0.2852519,0.2075195,0.3590574,0.3295898,0.1912662,0.5843155,0.8259636,0.6161051,0.5397385,0.7884547,1.001045,0.621722,1.054158,0.6760817,1.071777,0.5821985,0.7534555,0.7133345,0.8317342,1.077838,0.7739257,0.6432508,0.6806572,0.604837,0.4788741,0.8571726,0.4339386,0.4738035,0.5695647,0.4636623,0.4075441,0.5817034,0.7401729,0.3385872,0.5162123,0.5193024,0.6370875,0.8477314,0.3793228,0.6338437,0.4686988,0.495503,0.2286385,0.02484088,0.07733965,0.1915565,0.1166582,0.1373334,0.1102901,0.07368608,0.1283189,0.3919737,0.3581014,0.4247876,0.5243731,0.361072,0.4443701,0.2697839,0.2769032,0.2464967,0.5329265,0.376557,0.4899715,0.3119537,0.3798009,0.2781154,0.1272434,0.05371093,0.04688182,0.1087365,0.04944274,0.1346188,0.04426969,0.1399796,0.04399653
70,0.2837153,0.3000539,0.2483064,0.3654939,0.235775,0.3537307,0.3157609,0.7172783,0.255716,0.194493,0.4327776,0.286925,0.2900664,0.42419,0.2167217,0.6593674,0.301471,0.2353823,0.3828569,0.3144121,0.1763788,0.520839,0.8287635,0.6405362,0.4770474,0.8261855,1.087809,0.6311974,1.007754,0.6621503,1.080245,0.5821986,0.7113028,0.6635332,0.8147809,0.966592,0.7554871,0.6485092,0.6667429,0.5469092,0.5191146,0.9068031,0.5064296,0.5284876,0.663021,0.4510967,0.3940907,0.6263658,0.7048323,0.3518015,0.5215049,0.5351289,0.6411679,0.8767892,0.4123586,0.7032274,0.4536064,0.4919177,0.2642523,0.03399188,0.0983733,0.2109341,0.1193216,0.1225654,0.150855,0.04983542,0.1426259,0.3877397,0.3704791,0.4441822,0.5925276,0.3780424,0.4818789,0.3111,0.2629548,0.2602744,0.5754719,0.3975565,0.5195244,0.3246216,0.4042149,0.2755887,0.1293092,0.04290387,0.05464994,0.1387846,0.05495725,0.1094535,0.05697183,0.1385797,0.02019709
72,0.3475674,0.3065587,0.2593183,0.3648451,0.2198119,0.3675938,0.3541746,0.7188661,0.2332994,0.2157657,0.4465725,0.2667791,0.2342213,0.4387702,0.2694425,0.6543139,0.3016759,0.2100122,0.380296,0.3216339,0.1993587,0.5863643,0.782428,0.6188025,0.5963519,0.9580214,1.073416,0.6635162,1.064709,0.6517872,1.162058,0.537024,0.7052761,0.6795645,0.8331171,0.9507825,0.7586627,0.6096686,0.7772208,0.602259,0.5716646,0.8956034,0.543119,0.5148123,0.6508823,0.4592917,0.3975736,0.6236171,0.7216148,0.3485406,0.5509725,0.5499993,0.6748695,0.8393998,0.3912908,0.7198392,0.4576527,0.5008639,0.228041,0.05560601,0.1317335,0.2159535,0.09926108,0.1324506,0.1526306,0.0514744,0.1409016,0.4175658,0.4232511,0.4840472,0.6284999,0.4224316,0.5574601,0.3189876,0.3217876,0.2699205,0.6319827,0.414322,0.5075564,0.3727669,0.4268193,0.335019,0.1329286,0.03687718,0.03438456,0.1037512,0.06315218,0.1368041,0.08312732,0.1265775,0.02922858
74,0.3890884,0.313678,0.245165,0.368806,0.2327189,0.3761473,0.3738083,0.6821084,0.2647133,0.229219,0.3904713,0.3094952,0.2597451,0.4426457,0.2968272,0.6441044,0.2962296,0.214434,0.4054612,0.3772058,0.2459162,0.5817717,0.7632723,0.6233951,0.5975469,0.9264709,1.050453,0.7100394,1.049361,0.6501482,1.094416,0.4958957,0.699608,0.6624405,0.834056,1.010828,0.7581334,0.6605967,0.8365999,0.6244024,0.5983835,0.9740528,0.5081369,0.5552748,0.667477,0.4744523,0.4116586,0.6514115,0.7661576,0.3434017,0.525534,0.5478994,0.6653088,0.8376243,0.4751693,0.7185075,0.4946665,0.5114831,0.2836641,0.05254998,0.1293945,0.2198119,0.1002513,0.1158729,0.1590499,0.07056176,0.148499,0.3986321,0.4385312,0.5174928,0.6120759,0.4624843,0.5876619,0.3415749,0.3194998,0.3403969,0.7101077,0.4727108,0.5988103,0.3665865,0.4914568,0.3615159,0.1386309,0.0390625,0.08116395,0.1103755,0.07201295,0.1304189,0.05866204,0.1217971,0.02168242
76,0.3405164,0.3339946,0.2241996,0.382174,0.234136,0.3921445,0.4183341,0.6407923,0.2661645,0.2352457,0.4489968,0.3402774,0.2593354,0.3899933,0.2967077,0.6054688,0.2747521,0.2054025,0.3849227,0.3634622,0.3019831,0.7118492,0.7704087,0.6654624,0.4848326,1.020388,1.198218,0.9042764,1.064948,0.6311291,0.9752137,0.5213171,0.7430411,0.6160026,0.8122883,1.138003,0.7275732,0.7463362,0.8907889,0.4310533,0.6779256,1.102201,0.6011664,0.5424019,0.7205734,0.499481,0.3907957,0.6383168,0.756853,0.2938224,0.5279925,0.5300242,0.6626796,0.8823891,0.4706451,0.7452093,0.5411556,0.5074369,0.2835787,0.06547408,0.1264239,0.2404529,0.1173241,0.1153949,0.1189801,0.06607162,0.1547647,0.4058027,0.4641745,0.5470457,0.6969105,0.5251926,0.6319656,0.4524113,0.2950516,0.3912225,0.8371974,0.584896,0.7007177,0.4339386,0.4834155,0.3483187,0.1192704,0.06374973,0.04891349,0.1512306,0.1973612,0.1217118,0.04529406,0.1348578,0.01263385
78,0.3538332,0.2888371,0.2233289,0.3780424,0.2269996,0.3877397,0.3966005,0.6156441,0.3573331,0.2464113,0.449987,0.3253387,0.2503722,0.3764204,0.3077708,0.5869789,0.2370725,0.2321555,0.4032418,0.3607476,0.276135,0.7549408,0.8190832,0.6305145,0.5227683,1.078504,1.15511,0.8780355,1.109918,0.5839912,0.97576,0.5812766,0.7941399,0.6114783,0.8446411,1.148963,0.7334633,0.7409753,0.9346488,0.4905178,0.6471092,1.178568,0.6205782,0.545936,0.773977,0.5352997,0.3737742,0.673094,0.7588676,0.3069343,0.5510578,0.5697866,0.64588,0.8737844,0.4580966,0.7337365,0.5340704,0.5150001,0.2714229,0.06948617,0.1171533,0.274257,0.1012757,0.1386992,0.129975,0.08319561,0.1290531,0.4646184,0.4760571,0.5796717,0.7123613,0.557187,0.639102,0.5088539,0.3555063,0.4145952,0.840612,0.5992371,0.7042176,0.4498163,0.4664964,0.3686352,0.1658961,0.06026688,0.05439385,0.1790251,0.1339017,0.1476795,0.04894763,0.1429674,0.01311189
80,0.3569233,0.2879493,0.2288093,0.3459626,0.2197778,0.3810813,0.4276558,0.6976958,0.3606793,0.2471283,0.4818789,0.3288045,0.2503892,0.371145,0.2729253,0.5997323,0.2907322,0.2439357,0.4050685,0.3400554,0.2672913,0.7792354,0.8962522,0.6491408,0.5432043,1.142834,1.098496,0.9040032,1.117225,0.6352095,1.092691,0.5890788,0.8004056,0.6694063,0.9048568,1.122518,0.7295707,0.7685307,0.8852232,0.5944909,0.7168003,1.187753,0.6266389,0.5640844,0.7459776,0.5532261,0.4345362,0.7495458,0.8003885,0.3271655,0.5621722,0.5820107,0.6514115,0.9163468,0.515444,0.7367754,0.5948153,0.5033224,0.2924395,0.07436898,0.1162143,0.2665742,0.1236751,0.1262361,0.1258263,0.08384437,0.1123559,0.5117733,0.5001127,0.5975128,0.7577578,0.5502554,0.7430411,0.5130367,0.3596038,0.4173951,0.8764819,0.6950154,0.7583041,0.4515235,0.5127124,0.4110782,0.1465697,0.06028396,0.05427434,0.1613548,0.1831055,0.1530232,0.04109416,0.1299579,0.02081171
82,0.3409432,0.2702619,0.2224411,0.3619769,0.2728741,0.3905567,0.3833349,0.6714208,0.3490357,0.2617768,0.4512675,0.3021197,0.2413578,0.3809789,0.2823324,0.6347827,0.2922005,0.2665059,0.4159268,0.3267387,0.284586,0.8727258,0.9739332,0.6624405,0.5549845,1.252868,1.188555,0.8941693,1.177868,0.6714891,1.106998,0.5833253,0.8542019,0.7744892,0.920154,1.049019,0.745585,0.7640747,0.890584,0.7010592,0.8184686,1.206806,0.6077394,0.5420775,0.6167368,0.5785279,0.4664451,0.7323194,0.844829,0.3793911,0.5730646,0.5399092,0.6599479,0.9242002,0.5144196,0.7189343,0.5927154,0.4996688,0.2954784,0.09087836,0.1259458,0.1886712,0.1500355,0.1134827,0.1213703,0.1211484,0.1262702,0.550631,0.6107954,0.683901,0.8571385,0.5628551,0.778211,0.5366313,0.3782131,0.481418,0.9177809,0.720727,0.7934741,0.5673452,0.5181245,0.4088246,0.1598694,0.07559822,0.1039049,0.1786153,0.2104902,0.1508038,0.09839038,0.1555671,0.02555794
84,0.3613964,0.2564501,0.2155949,0.3355141,0.2917395,0.3708718,0.4063661,0.6676478,0.3599452,0.2501502,0.4586941,0.3410115,0.2385066,0.3591087,0.2875737,0.5932617,0.3136268,0.293959,0.4062978,0.3569745,0.2878469,0.8045373,0.9505436,0.6687575,0.5535675,1.218262,1.139881,0.978338,1.110686,0.6553895,1.05129,0.5626332,0.8376414,0.7386363,0.8751161,1.081884,0.7677966,0.8443339,1.032954,0.8797086,0.8000641,1.196033,0.5924251,0.546414,0.724705,0.5438531,0.4859594,0.7650992,0.869004,0.4303363,0.5578869,0.6165661,0.6345266,0.9364414,0.5286754,0.7461825,0.6352778,0.4962542,0.3012832,0.08311025,0.1538427,0.1638815,0.1233337,0.1456649,0.1074902,0.1495745,0.1319213,0.5735427,0.5713915,0.6393752,0.8778306,0.6156953,0.8674163,0.5848278,0.4087051,0.5119953,1.024469,0.8416705,0.9086469,0.5582625,0.6112223,0.4620062,0.1627035,0.08387852,0.09308074,0.2058464,0.2327701,0.139365,0.1112974,0.1467917,0.03155048
86,0.343231,0.2548282,0.2231411,0.3718279,0.3239558,0.3830105,0.4033442,0.6677502,0.3665865,0.3121244,0.4258461,0.3154024,0.2609231,0.3578282,0.2705181,0.5688134,0.3001222,0.2535135,0.4128196,0.3268923,0.29162,0.9097908,1.007857,0.7024421,0.5631624,1.198884,1.201428,0.9483924,1.131669,0.6351924,1.008011,0.5496578,0.860792,0.7409241,0.9090909,1.089362,0.8265611,0.8638822,1.046988,0.9144347,0.790418,1.233456,0.6286194,0.5519968,0.6752963,0.5876618,0.4854301,0.7848182,0.8440607,0.4141854,0.5813449,0.6270146,0.6610748,0.9072641,0.5462262,0.7936618,0.6449068,0.5063784,0.3427529,0.1038878,0.1545598,0.2060683,0.1486014,0.1313237,0.1071487,0.1362236,0.141226,0.6106588,0.656448,0.730817,0.8625505,0.7175515,0.9050105,0.6131514,0.4224486,0.5485651,1.067577,0.8468606,0.9881036,0.6344924,0.6345607,0.5352826,0.1563524,0.08929058,0.07609334,0.1462624,0.1956369,0.2130682,0.08174442,0.1557207,0.03945517
88,0.3235802,0.257611,0.1866566,0.3986492,0.3147877,0.3883714,0.339475,0.6153197,0.3958663,0.3131829,0.4154829,0.3570087,0.2539063,0.3564453,0.2801983,0.5990323,0.3365555,0.2858152,0.4071173,0.3286338,0.3148389,0.91732,1.025544,0.728222,0.5388508,1.193284,1.213942,0.9258392,1.308389,0.7061127,1.055097,0.5647843,0.8839598,0.7954545,1.019808,1.039288,0.8163515,0.8465192,1.043966,0.9679919,0.7864571,1.341612,0.674972,0.5654501,0.6623552,0.5555992,0.4643281,0.7792866,0.8665626,0.4190511,0.5967104,0.5820107,0.6215342,0.8937767,0.5333533,0.8425412,0.6451117,0.5195244,0.3128073,0.1091974,0.1557549,0.2936687,0.1864688,0.1753886,0.1307774,0.1797763,0.1463136,0.6075175,0.6646259,0.8037177,0.8957229,0.7741818,0.9242344,0.6669648,0.4212877,0.5732183,1.13831,0.8088908,0.9888378,0.6830645,0.7417095,0.5986226,0.1881249,0.09263685,0.07819329,0.2034562,0.1723667,0.2097902,0.06950325,0.1615596,0.05681818
90,0.3411822,0.2751789,0.1818933,0.4212877,0.3168877,0.381474,0.3571965,0.5677208,0.3877056,0.2897249,0.4157049,0.3540893,0.2820251,0.3514088,0.312961,0.5705378,0.2852347,0.2595573,0.4147317,0.3257826,0.3263631,0.9230564,1.030017,0.6932228,0.5613185,1.218654,1.263675,1.042771,1.252185,0.7002567,0.9910402,0.6120588,0.9693066,0.7665333,1.041285,1.066416,0.7837768,0.8420631,1.14239,0.8791965,0.818315,1.353939,0.7461655,0.5520651,0.6893643,0.5777425,0.4968859,0.7830938,0.8773184,0.4501236,0.6173514,0.6063053,0.6019176,0.9078275,0.5453385,0.8277391,0.6667258,0.5108343,0.2809837,0.1315798,0.176652,0.3362994,0.2169778,0.1706253,0.1326384,0.1828835,0.2696132,0.6358753,0.6937521,0.890345,0.936083,0.8833281,1.032305,0.6502165,0.4991736,0.7191222,1.186916,0.8299586,1.021703,0.6790182,0.7750867,0.6763549,0.1990856,0.1139095,0.1097096,0.1681497,0.1931101,0.2246264,0.08140296,0.188637,0.05599869
