Gene_ID,PC9_CTRL_NOTX_1,PC9_CTRL_NOTX_2,PC9_CTRL_NOTX_3,PC9_CTRL_OT_1,PC9_CTRL_OT_2,PC9_CTRL_OT_3,PC9_YAP14_NOTX_1,PC9_YAP14_NOTX_2,PC9_YAP14_NOTX_3,PC9_YAP14_OT_1,PC9_YAP14_OT_2,PC9_YAP14_OT_3,s4006_CTRL_NOTX_1,s4006_CTRL_NOTX_2,s4006_CTRL_NOTX_3,s4006_CTRL_OT_1,s4006_CTRL_OT_2,s4006_CTRL_OT_3,s4006_YAP30_NOTX_1,s4006_YAP30_NOTX_2,s4006_YAP30_NOTX_3,s4006_YAP30_OT_1,s4006_YAP30_OT_2,s4006_YAP30_OT_3
GFRA3,0.0335156,0.102126,0.0992231,0.0626299,0,0.0565113,0.349564,0.166681,0.257551,0.160455,0.132703,0.083417,0.0703909,0.172148,0.0692676,0.236266,0.0967421,0.0709352,0.139789,0.140712,0.117905,0.0630865,0.133028,0.161604
NDUFAF3,27.8433,35.4116,31.1222,28.6264,32.0455,30.8537,28.2324,30.0867,30.585,27.4693,25.2746,27.3738,24.7776,26.15,23.857,19.6817,20.0921,19.5557,23.2205,25.5577,24.3523,16.7639,18.6838,16.7138
GOLGA8K,0.0356298,0.0527131,0.0356352,0.0764515,0.0648827,0.0474404,0.0636834,0.0813358,0.0600066,0.0925345,0.103905,0.0553728,0.201841,0.137742,0.218855,0.431414,0.381566,0.45316,0.229777,0.23233,0.203946,0.466639,0.500216,0.483072
GBA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599024,0,0,0,0,0,0,0
TOR1A,31.1573,30.6886,31.0171,26.3539,26.5454,25.4464,36.9079,35.2881,36.1897,29.5416,27.4981,30.0648,45.4998,48.2289,46.8484,32.7317,37.4436,36.9968,53.6564,53.7297,52.3419,34.6211,37.1063,38.0864
TSPEAR,0,0,0,0,0,0.0129468,0,0,0,0,0,0,0,0.0315615,0.0158692,0.108325,0.118278,0.130099,0,0.0128957,0,0.0867645,0.13723,0.133367
LGALS12,0,0.078282,0.0380184,0,0,0,0,0.0383187,0,0.0368874,0.0381342,0.0959206,0,0,0,0,0,0,0,0,0,0,0,0
GFPT1,9.71241,9.2358,9.55671,9.67583,9.89361,9.3414,7.95618,8.41457,7.93922,8.56776,8.00819,8.08045,5.00976,4.94955,5.22996,7.02039,7.08824,7.92403,4.35828,4.34492,3.99669,6.90067,6.7374,6.68965
TMEM119,0.0231681,0,0,0,0,0.0195314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278322,0,0,0,0,0,0.0165179,0,0.0084632
LY75,2.3893,2.64058,2.41701,2.576,2.73771,2.76754,2.43823,2.56458,2.306,2.94656,2.43004,3.49577,1.2455,1.02408,1.24234,2.05267,2.52761,2.54661,0.842405,0.84436,0.755816,2.74998,2.28558,2.68538
RGS16,0.0259691,0.0527539,0.0256265,0.0485278,0,0.0437858,0.0270854,0.02583,0.0443465,0.0497305,0.0257056,0.0861792,0,0,0.0536696,0.10984,0.0499727,0.0824445,0.0649881,0.0654173,0.0228387,0.0244402,0.0257687,0.0500865
DMRTA1,0.055161,0.168082,0.108867,0.257695,0.379925,0.325521,0.0287661,0.246896,0.117746,0.448939,0.218406,0.27458,1.65088,1.18995,1.99501,1.76928,1.75143,1.40097,1.74853,1.45901,1.30982,1.42763,1.64206,1.46285
PLEC,36.1747,35.2946,33.5741,39.0139,34.4141,33.7637,31.1354,29.6789,29.3263,27.8191,28.1471,29.6144,15.3471,14.5896,15.8113,18.2698,14.1599,12.904,16.3059,16.2902,17.4645,14.3621,14.4998,13.4877
IL34,0,0,0,0.0693985,0.0340843,0,0,0,0.0634233,0.0355374,0,0.0616215,0,0,0,0.104749,0.107218,0.157247,0,0,0,0.174822,0.147446,0.0716276
KRT3,0.0686889,0.0558142,0.0813399,0.128357,0.18924,0.185305,0,0.054657,0.0469191,0.157846,0.135984,0.0797812,0,0.0282243,0,0.0968434,0.158615,0.145379,0,0.0230708,0,0.0775744,0,0
ZNF689,4.75091,4.46469,4.3179,3.08997,3.22099,2.94077,5.23516,5.45467,5.26685,3.57015,3.21135,3.39537,3.55736,4.39143,3.85486,4.75801,4.03589,3.67037,4.52442,5.11345,4.37968,5.40608,5.19719,4.99596
APEX2,35.2404,34.4101,33.1663,18.8797,17.9964,17.0805,31.5573,31.0882,31.7593,16.463,16.05,15.6982,17.6637,16.8282,17.4954,10.9761,10.9049,9.40178,19.6379,18.9451,18.9695,11.6077,11.3524,10.5953
DGCR6L,31.2071,30.477,32.2665,30.1201,33.2033,29.4707,34.279,33.0885,29.6009,27.7991,30.0977,30.4705,30.0077,37.1151,32.4281,26.9193,28.3474,30.2095,33.9062,32.9532,34.6434,27.5959,28.3834,25.2397
ATP5F1,118.521,116.417,118.525,96.6294,104.024,101.373,109.616,112.152,111.565,90.9036,87.9968,86.3323,147.304,151.807,149.743,79.1419,98.1564,100.807,145.858,146.373,144.723,93.5717,94.6151,98.8506
DNAJC16,2.21887,2.17099,1.92239,2.85772,2.65922,2.45552,1.63555,1.76548,1.42729,2.33124,2.33818,2.16347,2.37269,2.70797,3.24122,4.54176,3.82923,3.63847,2.56647,2.87196,2.4709,4.60151,4.33358,4.35892
PPARG,35.9816,34.1062,36.1744,18.9625,18.1784,17.0326,46.9903,45.8953,42.6052,19.1681,19.0057,16.9229,6.48303,6.89461,5.84793,1.26347,1.24164,1.32803,5.8963,7.26369,6.79307,1.58653,1.42334,0.850266
CATSPER1,1.12592,1.02194,0.921945,0.626717,0.54999,0.323127,0.624639,0.786307,0.859077,0.1835,0.284553,0.417364,1.81126,2.14092,2.00509,1.23278,1.79784,1.41965,1.97834,2.33336,2.10679,1.71344,1.37871,1.84814
ACOT1,1.71769,2.33324,2.32824,2.68774,2.64172,2.9661,2.37432,2.42895,2.86257,3.11103,3.91267,4.0348,5.2375,5.95281,5.539,7.80504,8.20374,9.46097,6.93985,6.37748,6.37047,9.05713,9.63111,9.32007
ZNF334,1.77081,1.77009,1.66879,2.65664,2.20688,2.13712,2.20006,2.70163,2.22353,3.41955,3.26346,3.0038,2.45272,2.43413,2.88897,4.41423,4.6544,4.83953,2.06825,2.08672,1.9776,4.05257,3.49521,4.12744
ARG2,4.62769,4.07145,4.02003,3.319,3.65125,4.0113,4.04485,3.82496,3.14433,4.02534,4.74204,4.43411,4.03829,3.91693,2.99721,2.27439,2.06951,2.34514,1.79422,1.97026,2.66552,1.53357,1.1965,1.44567
TAS2R60,0,0,0,0,0.0707489,0,0,0,0,0,0,0,0,0,0,0,0.148249,0,0,0,0,0,0,0
KRT82,0,0,0,0,0.0214483,0,0,0,0,0,0,0,0,0,0,0,0.0224716,0,0,0,0,0,0,0
SGK2,0.120819,0.214775,0.133907,0.285394,0.217343,0.200269,0.495625,0.236279,0.202828,0.261152,0.201534,0.448796,0,0,0,0,0.0326043,0,0,0.028454,0.0298025,0.0568533,0,0.0326785
MRPL45P2,3.4989,3.67726,3.18924,3.49619,4.55203,3.99469,3.52261,3.14182,3.81734,4.83915,4.9546,4.65659,3.41912,3.44473,3.89202,3.78543,5.09651,4.03695,3.10111,2.63193,2.86365,4.87113,4.36399,4.73321
CBWD2,17.1298,16.1052,16.167,15.9295,16.6618,16.5775,15.0761,14.6623,16.9818,13.8301,14.3157,13.4894,36.5766,37.6447,35.3045,21.0445,26.7116,26.1415,31.8909,31.628,32.0662,22.2978,22.9081,23.0503
RBM24,0.512018,0.49407,0.732636,0.645969,0.940432,0.669451,0.468014,0.254639,0.360597,0.318665,0.261273,0.240881,0.188188,0.271143,0.218197,0.324856,0.34485,0.195523,0.0660481,0.177306,0.255348,0,0.0261821,0
TVP23C-CDRT4,4.36461,4.45573,4.55874,9.05527,8.25996,9.20287,4.65309,5.22868,5.1864,12.5341,12.8087,12.8351,4.12757,3.92559,3.82525,9.19235,10.4762,10.1237,3.97412,3.60654,3.51444,10.0136,12.4193,11.881
OR5M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1377,0.967392,1.04695,0.937905,0.959131,1.01642,1.15025,0.991355,1.13869,1.19029,1.89299,1.48446,1.77339,0.656551,0.295071,0.480151,1.11972,1.10556,1.26067,0.620207,0.610114,0.586968,2.05136,1.93243,1.89433
CCNL1,17.4993,18.1141,18.0469,22.1578,21.8663,24.003,19.2489,19.3554,19.9016,26.5753,27.0239,28.203,33.8407,30.5248,35.4488,30.958,32.2712,32.8121,34.8385,34.3459,33.3655,40.655,39.1408,39.4222
N6AMT2,10.687,10.1489,11.4057,9.09231,8.85687,8.64503,10.3309,8.81497,10.4603,8.48572,8.17048,8.28965,6.29565,7.94515,5.20844,2.695,4.17993,3.03424,6.23314,5.90952,5.42637,3.51685,3.01756,4.10566
ADCYAP1,0,0,0,0.0543422,0.017799,0,0,0,0,0.0185578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,7.98431,7.95732,8.1737,9.43445,8.53344,8.27787,4.64991,5.36186,4.66027,9.99828,9.66175,9.35896,3.07841,2.62589,2.25771,5.47315,5.72101,6.16171,1.27699,1.63297,1.4488,5.88387,5.88325,5.76971
SNORD4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKD2,2.5736,2.83086,2.86723,2.58192,2.20008,2.19954,2.75846,3.12605,2.74426,2.49828,2.39488,2.80422,7.06162,6.27399,7.02197,8.37728,6.48152,7.16642,8.37957,8.31541,6.98797,7.55613,7.53178,7.84586
LYRM7,2.33782,2.23284,2.64862,1.20901,1.34293,1.39495,2.48849,2.22993,2.40683,1.14225,1.04754,1.10146,5.72831,5.27218,5.57682,2.21907,1.9624,1.89366,6.83086,6.57573,6.21282,2.04615,2.23386,2.20809
CARD8,6.35389,7.27958,8.60349,8.16161,6.9469,7.56489,7.50048,6.19574,7.55876,5.78412,6.16229,8.45035,17.1528,15.9299,16.8437,11.4542,11.6763,13.0925,15.9645,18.0241,20.9268,15.3518,14.2076,12.6107
RCOR1,14.0992,14.7966,13.0494,12.7258,11.3318,11.4115,13.6192,12.553,13.6476,13.46,13.8324,12.6388,14.7621,13.5734,15.3432,13.1102,11.5819,10.8982,14.8969,14.8291,15.018,13.0137,13.3911,11.789
OR2M1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOMES,0,0,0,0,0,0,0,0,0,0,0.0234689,0.0196701,0.298675,0.511419,0.465388,0.0835326,0.136876,0.0360001,0.375786,0.437995,0.22932,0.133831,0.117635,0.182917
FIGLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100133315,0.890641,0.932899,1.04379,0.67613,0.715675,0.281594,0.522522,1.05197,0.617873,0.906083,0.220402,0.507997,1.51983,1.82999,1.55321,2.23672,2.03523,2.59191,1.99668,1.49571,1.81151,2.2005,2.59607,2.79139
LOC100996325,0.0691976,0,0,0,0,0.0583443,0,0,0,0,0,0,0,0,0.0715144,0,0,0,0,0,0.0608647,0,0,0
EMC7,45.2132,46.8945,49.0717,41.4149,44.9082,42.5557,50.1487,48.3678,52.6585,44.0107,46.3771,44.9898,104.713,108.971,108.77,62.2529,80.7947,81.5268,127.39,124.332,124.171,97.2644,87.1533,91.2862
PAM16,69.655,74.0958,67.4784,43.9604,48.0634,48.6641,72.01,71.4925,68.3066,35.5116,46.8758,43.6113,45.143,43.5478,43.7268,12.5035,19.7592,17.8754,54.5405,54.6852,59.1606,16.8823,16.8802,19.3877
COQ10A,4.03352,3.80224,3.78906,4.47982,4.10048,4.04668,5.2586,5.36767,4.99952,5.53339,5.13298,5.91111,8.41841,9.32073,7.69026,7.09069,7.75913,6.54227,9.90395,10.199,8.86662,8.12797,7.80042,8.07138
IL1R2,11.687,11.5857,10.9339,0.655177,0.558059,0.551782,5.46085,5.44023,5.54819,0.358044,0.286829,0.0480791,0,0,0,0.040853,0.0557592,0.148363,0,0,0,0.054546,0,0
TAF1A-AS1,7.36623,6.8191,5.32225,5.91489,6.79676,7.52488,7.47417,6.23071,6.12789,9.37622,5.75638,7.52141,3.05283,4.01144,2.8353,4.58236,3.73905,6.14146,3.57249,4.31184,2.8803,6.34305,4.65678,4.7453
ZNF354A,7.03808,6.97366,6.79952,7.32322,7.84193,9.15935,5.55681,5.36045,4.62258,6.38549,5.79745,5.36946,5.99537,5.38444,5.4418,9.17694,10.0037,10.573,7.02055,6.60198,5.9516,13.1895,12.4902,13.0404
TENC1,0.915322,0.955887,0.775998,1.49363,1.0892,1.31501,0.968114,0.897599,0.968661,1.83924,1.81193,1.94659,2.39609,2.4721,2.35043,8.24203,6.79456,6.18947,1.62386,1.67766,1.76616,7.11546,6.19121,6.35926
VPS18,2.75747,2.32337,2.47364,4.15738,3.32364,3.47365,3.26819,3.19463,2.75574,4.29042,4.26483,4.40639,8.5883,8.44923,9.08214,8.42705,8.48697,8.10757,9.01785,8.55118,9.76885,9.48075,10.2607,9.12576
MIR892A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD2,5.30641,5.3302,5.22442,8.86177,7.57476,8.61025,4.62382,4.14866,4.64897,9.05396,8.4825,8.80443,7.93568,6.56053,7.69898,15.8632,13.9233,13.942,9.18465,8.03944,9.3726,16.095,16.0255,14.9842
FAM183A,1.86377,2.08234,1.47211,2.43794,2.73852,2.20085,1.94389,2.40993,3.02356,5.71055,4.98112,4.32948,0.391436,0.191554,0.385379,1.708,1.43459,0.591694,0.621882,0.312994,0.163995,1.93044,1.29457,0.718929
CDK7,32.3748,35.1681,37.3472,36.101,40.0602,42.8759,36.6188,37.9486,41.8407,42.6127,41.7389,42.3746,31.7742,33.6214,32.8179,25.1233,31.277,30.8063,34.4384,35.2214,32.6247,31.2178,33.7225,34.3682
EXTL2,10.5887,9.2678,9.86004,6.24466,6.42323,6.14224,12.8566,12.88,12.9785,9.13052,9.03208,7.72986,8.304,8.07565,8.96066,3.68715,3.94066,4.13262,9.03129,9.04031,7.68343,4.81613,5.38922,4.96687
GPC4,1.56522,1.18817,1.38195,1.87809,1.61898,2.06953,3.1791,3.75281,3.18635,2.41368,2.15277,2.51511,13.2272,12.1687,13.2282,15.7843,15.2977,15.7792,12.6856,12.8524,12.6638,8.48155,8.50142,9.19953
LOC101928537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA2,32.7448,32.722,30.1448,29.6256,29.548,31.1366,39.0314,38.6181,35.9641,36.1046,36.6605,35.9572,34.4928,33.2812,34.3192,25.0617,26.3982,27.0758,35.3057,36.5464,34.2166,30.3188,30.9987,30.7929
LMX1B,0,0.0105048,0,0,0,0,0.0973675,0.061894,0.0619908,0.0198378,0.0410545,0.0258003,0.196094,0.138524,0.246555,0.219407,0.209617,0.252509,0.294249,0.199996,0.228087,0.457197,0.154407,0.270128
POLE4,104.451,97.0901,92.3732,64.8038,63.586,67.0578,93.1665,93.6668,93.5215,47.6296,45.9645,47.9351,116.696,125.54,115.903,53.2247,66.8471,65.7701,107.434,109.036,114.859,43.826,49.3601,48.4264
LIAS,8.93131,9.47184,9.49909,8.61371,9.41161,9.31898,8.10728,9.25389,10.3016,9.04533,9.11797,9.24533,12.0187,13.3972,11.2311,9.40563,11.482,10.7689,12.1035,13.1577,12.1619,13.1219,12.9244,13.701
USP6,0.277844,0.185829,0.201339,0.218458,0.221553,0.232128,0.297551,0.251065,0.247823,0.269003,0.251084,0.333414,0.260509,0.216596,0.281322,0.418834,0.329389,0.302558,0.307303,0.234863,0.245428,0.3782,0.386473,0.357651
ADAMTS15,1.39462,1.5453,1.36573,0.987156,0.892636,0.908463,3.04138,3.06855,3.02204,2.10417,1.62101,1.98096,4.31589,4.02632,3.95194,6.41266,5.23523,4.98655,3.05821,3.31794,3.73508,1.75987,1.49918,1.81358
TMEM126A,50.5482,53.7624,50.1819,39.8721,38.8949,42.6192,34.7688,32.6928,34.5521,28.6078,28.1959,29.1068,58.6593,60.6982,62.3119,29.8832,38.4912,36.7516,59.3625,62.8422,61.6379,33.1105,35.8766,36.8937
APOL6,2.57725,2.51925,2.44551,4.47361,4.25811,4.65414,2.35432,2.1989,2.36447,4.47585,4.20002,4.56595,1.53955,1.70312,1.79738,11.4607,10.4805,9.91411,1.36855,1.31896,1.26879,14.5759,13.6547,14.138
MIR575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130357,0.110164,0.0559472,0.0543559,0.180129,0.0758764,0.0696548,0.143625,0.136968,0.117577,0.184593,0.245355,0.114245,0,0,0.085378,0.116489,0.0529977,0.029145,0.11487,0.092503,0.0726638,0.466556,0.409928,0.292151
DR1,17.6367,17.7572,17.4607,10.7759,10.1494,10.8589,22.0698,21.1044,20.7963,12.4625,11.1875,11.8525,18.3185,17.7806,19.7363,9.81326,10.5039,9.94319,21.2972,21.8743,20.5055,11.9049,11.234,11.3077
SLC39A6,11.0044,11.6587,11.477,9.31697,9.01748,9.56228,13.8436,13.2524,12.7351,10.3907,9.40129,10.4009,14.8449,14.3994,15.5869,15.1717,15.1711,16.59,15.6335,16.2346,15.3948,15.9964,15.4998,15.4936
MIR1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM126B,72.7017,66.1797,71.8635,49.7743,48.4591,52.5914,63.7873,63.4648,62.5332,45.7587,43.9259,40.6393,75.9625,67.3753,71.9158,45.5664,47.4083,53.9557,73.6424,70.8738,70.3847,55.1658,54.9183,55.8266
MIR4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN12,4.13803,4.68592,4.2618,3.56343,3.97243,4.08789,4.28136,4.35126,3.76636,4.46495,3.91135,4.28428,2.60889,2.43609,2.70501,3.24187,2.83797,2.54693,2.58759,2.43192,2.42342,3.46097,3.83476,3.49085
LOC102723544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCKL1-AS1,0.0343528,0.0348923,0.0677975,0.304923,0.252381,0.156866,0.0358296,0.0170844,0.0733289,0.115124,0.221028,0.128251,0.126261,0.129389,0.106491,0.121084,0.0661057,0.0999721,0.0716405,0.149035,0.0302109,0.0531127,0.136351,0.234263
LMNB2,35.1872,34.8669,32.717,17.0711,16.145,14.546,38.2618,36.3071,36.5321,13.4043,12.8648,13.7211,47.0022,44.1305,46.0069,6.80254,5.19989,4.90607,46.7442,44.505,48.7413,2.59816,3.04317,2.97634
TRIOBP,38.9806,37.9121,36.5098,25.3481,25.0647,24.536,34.0394,33.477,34.3901,23.8768,23.8849,23.8981,32.7346,30.9459,33.3852,21.629,16.7926,16.8752,36.0844,35.3886,38.4989,17.112,18.4234,17.1732
FCHSD2,3.6965,3.56272,4.0736,3.61765,3.19643,3.46873,3.30665,3.09971,2.62633,2.99685,2.80435,2.78693,3.18759,2.66072,3.28986,4.05139,3.75782,3.38356,3.43239,3.62498,3.53552,4.16434,3.42702,4.22823
MIR4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP10,55.1902,55.2455,53.0552,60.1002,58.6549,58.0129,60.5805,63.1633,60.8214,65.8279,66.0864,66.7378,32.3567,34.0913,32.5977,36.8206,38.7875,38.8906,32.6374,33.0343,34.5416,38.9959,39.3163,39.0841
CA7,0.0429596,0,0.0423917,0.080274,0,0,0.0448026,0,0.0366773,0.0411301,0.0425202,0,0,0.0441288,0,0,0,0,0.0358327,0.0721416,0.0755663,0,0,0
LOC100289230,1.41942,0.984587,1.26408,1.45561,1.81221,1.5469,1.37212,1.48069,1.09371,2.12151,2.0904,2.32648,1.0543,0.889109,1.10903,0.951801,1.06592,1.17236,0.924133,1.07559,1.00477,1.3359,1.09929,1.56914
LOC647859,3.8155,3.40089,3.45926,4.58353,5.29167,4.92545,1.78673,2.47842,2.06106,8.20134,6.62866,7.55836,5.64214,5.92166,5.87627,32.4412,32.4407,34.4442,5.52117,6.34224,5.82331,44.9413,46.4372,45.8808
ACTR8,4.72926,4.47758,5.00008,5.93372,6.03378,6.27926,4.73878,4.82154,5.0475,6.67915,6.60395,6.79615,5.51613,5.41317,6.05611,7.00109,7.81676,6.54185,5.97389,6.16935,5.24338,7.50262,7.02239,7.42736
TBC1D5,5.76705,6.22971,5.87128,6.79104,6.27969,6.46283,6.1199,5.76349,6.38567,7.52052,7.76549,8.02744,3.30696,3.20641,3.16558,6.61439,5.25819,5.21823,3.35989,3.48214,3.31665,6.5903,5.99508,5.59679
GK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADS3,21.2215,21.4623,19.4144,53.3401,49.2821,49.0817,12.4253,13.1177,13.858,37.2902,38.6948,37.8115,10.1383,9.80554,8.94131,23.0114,25.1682,26.7755,6.382,6.08764,6.15192,12.0694,13.3758,14.5451
PLK4,14.7765,15.0423,14.5804,4.60705,4.38611,4.79794,15.4339,16.2546,16.4169,3.31095,2.95607,2.93372,15.2989,14.0198,16.7449,1.20078,0.99967,1.25293,18.6196,17.8796,17.7308,1.09257,0.938549,0.991588
SAMD14,0.0191974,0.0390027,0,0.0358788,0.0176301,0.0161845,0.04005,0.0190963,0.114766,0.0551537,0.0570178,0.127445,0.0201649,0.138079,0.0396852,0.162438,0.055422,0.0609636,0.128142,0.145117,0.185765,0.144569,0.171487,0.203694
FLJ16779,0,0,0,0.0145304,0.00714082,0.190091,0.00811003,0,0.0066392,0.0148905,0.0384844,0.0322551,0.424605,0.694882,0.482071,18.0797,16.6913,17.5319,0.31783,0.29773,0.471825,11.108,11.5543,11.8552
HMBOX1,0.798182,0.87004,0.614748,0.782161,0.500586,0.618637,1.09647,0.968192,0.731389,1.32348,0.809364,0.985232,0.654193,0.359956,0.462674,1.48218,0.824181,0.597455,0.71455,0.523104,0.599234,1.04433,1.02384,0.938694
CDC42BPA,3.06662,3.04727,2.93106,2.28591,2.27407,2.11156,3.05512,3.02878,2.98343,2.41205,2.37159,2.4221,2.61009,2.23082,2.59422,5.15835,4.04305,3.69059,2.78449,2.65661,2.66416,3.62566,3.56122,3.41391
C12orf73,7.66004,8.37276,7.21397,5.9945,6.71317,6.32685,7.66489,7.38698,7.7024,6.29199,6.58162,4.51626,6.61484,5.95174,5.78612,3.39891,4.75133,4.44399,6.19519,7.11765,5.9162,4.68426,4.74576,4.42468
PLEKHG6,12.8297,14.2382,11.8706,20.6764,20.0345,19.1036,11.0054,10.4358,11.2682,20.8051,21.4993,20.8735,1.50842,1.37569,1.49545,5.21527,4.0423,3.38252,1.31535,1.05733,1.30125,3.9234,3.71876,4.18691
EFCAB4B,0,0,0,0,0,0,0,0,0,0,0,0,0.262292,0.229349,0.161498,0.188875,0.160412,0.0945184,0.393732,0.262462,0.293105,0.209083,0.177235,0.129185
ZFHX4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369889,0,0,0,0,0,0,0.0370731
ZNF821,1.01158,1.09646,1.0871,1.1743,1.82894,1.5876,1.5024,1.8525,1.87223,2.38112,2.29779,2.41697,3.01949,3.45199,3.15747,6.65666,7.31993,7.66976,2.72651,2.78169,3.18312,7.62326,6.98711,6.68665
MIR4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC153910,0.0831584,0.0281548,0.109416,0.0258994,0.050912,0.0701061,0.0289111,0,0.0473356,0.0265412,0.0823148,0.068991,0.145544,0.0569498,0.114575,0.782027,0.880532,0.939105,0.0693686,0.162929,0.0731346,0.6263,0.825518,0.481163
SLMAP,15.6214,15.2817,15.9967,14.1856,14.9756,15.6085,14.648,14.7466,13.8885,14.6948,13.3044,13.1876,7.76293,7.22724,9.35333,7.34792,7.09948,7.05371,8.46614,8.23415,8.01474,8.88009,9.13178,8.55729
MIR4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPN13,0.186843,0.403278,0.207424,0.567368,0.514758,0.315029,0.998736,1.27767,1.05691,1.52066,1.78012,1.58886,0.0981039,0.0959662,0.0724014,0.691496,0.719091,0.716753,0.0194825,0,0.0410797,0.219802,0.162226,0.472978
INSIG2,18.4822,17.1669,19.9182,14.2921,14.2484,17.1392,19.7079,20.149,19.809,14.9257,13.2877,12.7913,16.1397,16.4126,18.2941,17.6061,19.6547,18.941,13.5916,15.2537,13.6236,20.0489,17.7846,19.7698
SMIM12,4.32132,4.86862,4.23356,3.54715,3.21601,3.58184,3.44102,3.35813,3.28587,2.10079,2.17206,2.36605,6.89997,6.69882,7.07632,4.61872,5.05475,4.78502,6.94105,7.11122,7.28379,4.65234,4.37893,4.33342
ASB8,7.92933,7.61945,6.32436,7.69066,8.07634,8.22386,5.90378,6.7385,7.6669,8.63872,7.91919,9.04019,8.14242,6.88694,6.71767,9.74632,9.6301,9.36426,7.7154,7.79593,7.20015,10.3999,10.5782,9.94461
COL6A4P2,0,0,0,0.00301439,0,0,0,0.00641791,0,0.0185346,0.012774,0.0107063,0.00677585,0,0,0.00909721,0.00620828,0.00682824,0.00538246,0,0,0.0485776,0.019208,0.0248897
TMC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRK2,0.0640808,0.0455611,0.0885243,0.0538859,0.0411938,0.0594211,0.0467849,0.0637378,0.109429,0.0736285,0.0888031,0.0691127,0,0,0,0.00451733,0.0061656,0.00678129,0,0,0,0,0.00635864,0.00617963
DBIL5P,0.702382,0.713414,0.835805,0.810678,0.645029,0.57471,0.840309,1.04793,0.723189,0.989011,0.920194,0.651275,0.282018,0.169767,0.3202,0.145629,0.178889,0.393506,0.310187,0.451007,0.236181,0.311068,0.430477,0.318749
PLEKHM2,9.53431,9.92391,9.21889,13.2176,12.1307,11.7701,6.61919,6.63535,6.28826,8.6627,8.63408,8.53445,9.33024,9.23279,8.74615,14.2018,11.8006,11.8232,9.19674,8.83612,9.09208,11.5978,11.3353,10.3757
SCAPER,2.13055,1.53827,1.87439,1.83476,1.53226,1.64458,2.04179,2.19574,2.21364,1.83107,1.89296,2.02313,1.81952,1.51613,1.98929,2.23478,2.24751,1.99088,2.02349,1.88598,1.97523,2.7704,3.01833,3.24279
MIR3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51L3-RFFL,0.844748,0.756335,0.338993,0.459306,4.27E-09,1.92E-05,0.627684,0.243832,0.556379,4.60E-07,0.375346,0.308987,1.19668,1.5155,2.49354,0.000195098,0.531203,1.30493,1.93914,2.54477,2.17183,0.78323,0.48786,0.000335312
KRT19,1160.87,1159.67,1129.28,2104.31,2071.09,2116.57,949.286,997.836,981.9,1970.46,2037.17,2030.83,857.37,919.144,901.73,629.638,755.931,742.36,750.289,791.785,786.525,771.507,796.313,776.387
TIMM23,109.682,107.142,114.275,81.0396,85.4562,85.5199,118.565,119.003,119.885,81.6242,83.2316,74.7786,121.044,124.562,121.841,51.6413,62.3738,62.3694,137.897,136.109,136.929,58.3056,59.6263,62.2435
ERI3,72.3389,68.699,67.341,61.2976,63.4265,58.6399,63.1681,64.4871,65.0094,56.6215,58.982,53.6949,24.334,24.3458,23.5183,21.8246,22.2233,21.6957,21.4794,22.6321,23.1591,18.4811,19.6716,19.408
