Cell Line,Treatment,ImageNumber,ObjectNumber,Math_logNucbyCyto,
AXL KO,UT,2,163,0.000373181,
AXL KO,UT,2,164,-0.00439412,
AXL KO,UT,2,165,-0.013478384,
AXL KO,UT,2,166,0.08678039,
AXL KO,UT,2,167,0.191064207,
AXL KO,UT,2,168,0.04040404,
AXL KO,UT,2,169,-0.003549265,
AXL KO,UT,2,170,0.076704247,
AXL KO,UT,2,171,-0.018912742,
AXL KO,UT,2,172,0.070157957,
AXL KO,UT,2,173,0.043119321,
AXL KO,UT,2,174,0.037166414,
AXL KO,UT,2,175,0.040341701,
AXL KO,UT,2,176,0.098708472,
AXL KO,UT,2,177,0.102569378,
AXL KO,UT,2,178,0.099680871,
AXL KO,UT,2,179,0.048459652,
AXL KO,UT,2,180,0.005774293,
AXL KO,UT,2,181,0.033815368,
AXL KO,UT,2,182,0.079927119,
AXL KO,UT,2,183,-0.008392729,
AXL KO,UT,2,184,0.157128863,
AXL KO,UT,2,185,0.058260754,
AXL KO,UT,2,186,0.006193166,
AXL KO,UT,2,187,0.010308093,
AXL KO,UT,2,188,0.023922439,
AXL KO,UT,2,189,0.089345196,
AXL KO,UT,2,190,0.064582253,
AXL KO,UT,2,191,0.078789712,
AXL KO,UT,2,192,-0.018234955,
AXL KO,UT,2,193,0.024059453,
AXL KO,UT,2,194,0.072323205,
AXL KO,UT,2,195,0.067689717,
AXL KO,UT,2,196,0.041881953,
AXL KO,UT,2,197,-0.04519,
AXL KO,UT,2,198,-0.003345967,
AXL KO,UT,2,199,0.098584614,
AXL KO,UT,2,200,0.084388141,
AXL KO,UT,2,201,0.034823827,
AXL KO,UT,2,202,0.038949042,
AXL KO,UT,2,203,0.001864179,
AXL KO,UT,2,204,0.017212996,
AXL KO,UT,2,205,0.077339567,
AXL KO,UT,2,206,-0.01942692,
AXL KO,UT,2,207,0.045790084,
AXL KO,UT,2,208,0.133784844,
AXL KO,UT,2,209,0.202157246,
AXL KO,UT,2,210,0.115691574,
AXL KO,UT,2,211,0.03731105,
AXL KO,UT,2,212,0.036711953,
AXL KO,UT,2,213,0.068147615,
AXL KO,UT,2,214,-0.015360597,
AXL KO,UT,2,215,0.077102423,
AXL KO,UT,2,216,0.031637971,
AXL KO,UT,2,217,0.128810409,
AXL KO,UT,2,218,0.015132567,
AXL KO,UT,2,219,0.058496595,
AXL KO,UT,2,220,0.129870756,
AXL KO,UT,2,221,0.050141044,
AXL KO,UT,2,222,0.069864241,
AXL KO,UT,2,223,0.024177516,
AXL KO,UT,2,224,0.037047696,
AXL KO,UT,2,225,0.115200916,
AXL KO,UT,2,226,0.059435923,
AXL KO,UT,2,227,-0.026320751,
AXL KO,UT,2,228,0.106075336,
AXL KO,UT,2,229,0.139086794,
AXL KO,UT,2,230,0.008141664,
AXL KO,UT,2,231,0.007656045,
AXL KO,UT,2,232,0.055568701,
AXL KO,UT,2,233,0.151599977,
AXL KO,UT,2,234,0.034234487,
AXL KO,UT,2,235,0.057442652,
AXL KO,UT,2,236,0.05399458,
AXL KO,UT,2,237,0.161664202,
AXL KO,UT,2,238,0.05735615,
AXL KO,UT,2,239,0.036780831,
AXL KO,UT,2,240,0.016868964,
AXL KO,UT,2,241,0.154349036,
AXL KO,UT,2,242,-0.009563354,
AXL KO,UT,2,243,0.059979445,
AXL KO,UT,2,244,0.067738939,
AXL KO,UT,2,245,0.074080884,
AXL KO,UT,2,246,0.105252699,
AXL KO,UT,2,247,0.088690004,
AXL KO,UT,2,248,0.041477504,
AXL KO,UT,2,249,0.167006905,
AXL KO,UT,2,250,0.164642679,
AXL KO,UT,2,251,-0.047856462,
AXL KO,UT,2,252,0.032060198,
AXL KO,UT,2,253,0.052159758,
AXL KO,UT,2,254,0.103102452,
AXL KO,UT,2,255,0.052156966,
AXL KO,UT,2,256,0.119769096,
AXL KO,UT,2,257,0.067522721,
AXL KO,UT,2,258,0.133703936,
AXL KO,UT,2,259,0.163418825,
AXL KO,UT,2,260,0.046000519,
AXL KO,UT,2,261,0.033099719,
AXL KO,UT,2,262,0.09287469,
AXL KO,UT,2,263,0.048042426,
AXL KO,UT,2,264,0.044926654,
AXL KO,UT,2,265,0.044133304,
AXL KO,UT,2,266,0.007956259,
AXL KO,UT,2,267,0.020766572,
AXL KO,UT,2,268,0.029309078,
AXL KO,UT,2,269,0.081202997,
AXL KO,UT,2,270,0.083217221,
AXL KO,UT,2,271,0.093594956,
AXL KO,UT,2,272,0.023059333,
AXL KO,UT,2,273,0.075181876,
AXL KO,UT,2,274,0.001175419,
AXL KO,UT,2,275,0.083047119,
AXL KO,UT,2,276,0.046408014,
AXL KO,UT,2,277,0.030146152,
AXL KO,UT,2,278,0.072807322,
AXL KO,UT,2,279,0.061396313,
AXL KO,UT,2,280,0.078025801,
AXL KO,UT,2,281,0.051784367,
AXL KO,UT,2,282,-0.002871683,
AXL KO,UT,2,283,0.102520779,
AXL KO,UT,2,284,-0.008976052,
AXL KO,UT,2,285,0.137264652,
AXL KO,UT,2,286,0.093757958,
AXL KO,UT,2,287,0.023385424,
AXL KO,UT,2,288,0.158774158,
AXL KO,UT,2,289,0.00511529,
AXL KO,UT,2,290,0.042300106,
AXL KO,UT,2,291,0.048679817,
AXL KO,UT,2,292,0.063466165,
AXL KO,UT,2,293,0.131250372,
AXL KO,UT,2,294,0.009025952,
AXL KO,UT,2,295,0.003360616,
AXL KO,UT,2,296,0.105875191,
AXL KO,UT,2,297,0.100655673,
AXL KO,UT,2,298,0.032600385,
AXL KO,UT,2,299,0.05490434,
AXL KO,UT,2,300,-0.002549357,
AXL KO,UT,2,301,0.075260821,
AXL KO,UT,2,302,-0.011902756,
AXL KO,UT,2,303,0.068524649,
AXL KO,UT,2,304,0.066548536,
AXL KO,UT,2,305,0.093055161,
AXL KO,UT,2,306,0.05608168,
AXL KO,UT,2,307,0.080510556,
AXL KO,UT,2,308,0.046187594,
AXL KO,UT,2,309,0.043674727,
AXL KO,UT,2,310,0.009301698,
AXL KO,UT,2,311,0.030955181,
AXL KO,UT,2,312,0.058371698,
AXL KO,UT,2,313,0.049159046,
AXL KO,UT,2,314,0.019576467,
AXL KO,UT,2,315,0.037579122,
AXL KO,UT,2,316,0.015288351,
AXL KO,UT,2,317,0.047837772,
AXL KO,UT,2,318,0.096748923,
AXL KO,UT,2,319,0.078151859,
AXL KO,UT,2,320,0.029804772,
AXL KO,UT,2,321,0.094212544,
AXL KO,UT,2,322,0.019511736,
AXL KO,UT,2,323,0.104872299,
AXL KO,UT,2,324,0.068570129,
AXL KO,UT,2,325,0.029157133,
AXL KO,UT,2,326,0.126762973,
AXL KO,UT,2,327,0.048558806,
AXL KO,UT,2,328,0.045437397,
AXL KO,UT,2,329,0.118178341,
AXL KO,UT,2,330,0.111945263,
AXL KO,UT,2,331,0.057581808,
AXL KO,UT,2,332,0.066387566,
AXL KO,UT,2,333,0.080420857,
AXL KO,UT,2,334,0.040386438,
AXL KO,UT,2,335,0.056677456,
AXL KO,UT,2,336,0.084213743,
AXL KO,UT,2,337,0.066545422,
AXL KO,UT,2,338,0.087336527,
AXL KO,UT,2,339,0.035060408,
AXL KO,UT,2,340,0.028489774,
AXL KO,UT,2,341,0.052438656,
AXL KO,UT,2,342,0.067177192,
AXL KO,UT,2,343,0.132931612,
AXL KO,UT,2,344,0.046838374,
AXL KO,UT,2,345,0.035115556,
AXL KO,UT,2,346,-0.027409729,
AXL KO,UT,2,347,0.03085422,
AXL KO,UT,2,348,-0.00189059,
AXL KO,UT,2,349,0.108509362,
AXL KO,UT,2,350,0.011194451,
AXL KO,UT,3,1,0.039822098,
AXL KO,UT,3,2,0.084679034,
AXL KO,UT,3,3,0.080899401,
AXL KO,UT,3,4,0.146031043,
AXL KO,UT,3,5,0.139808991,
AXL KO,UT,3,6,0.025775966,
AXL KO,UT,3,7,0.126339371,
AXL KO,UT,3,8,0.032369108,
AXL KO,UT,3,9,-0.026266624,
AXL KO,UT,3,10,0.012563496,
AXL KO,UT,3,11,0.047084737,
AXL KO,UT,3,12,-0.032789056,
AXL KO,UT,3,13,0.037659386,
AXL KO,UT,3,14,0.010229809,
AXL KO,UT,3,15,0.089029406,
AXL KO,UT,3,16,0.099695553,
AXL KO,UT,3,17,0.000314998,
AXL KO,UT,3,18,0.088308401,
AXL KO,UT,3,19,0.103821738,
AXL KO,UT,3,20,0.06314382,
AXL KO,UT,3,21,0.019401905,
AXL KO,UT,3,22,0.079631302,
AXL KO,UT,3,23,0.130267106,
AXL KO,UT,3,24,0.014725697,
AXL KO,UT,3,25,0.123527221,
AXL KO,UT,3,26,0.147906156,
AXL KO,UT,3,27,0.060590205,
AXL KO,UT,3,28,0.071505533,
AXL KO,UT,3,29,0.035465537,
AXL KO,UT,3,30,0.008650826,
AXL KO,UT,3,31,-0.000635049,
AXL KO,UT,3,32,0.042057643,
AXL KO,UT,3,33,0.034109677,
AXL KO,UT,3,34,0.08627766,
AXL KO,UT,3,35,0.106916823,
AXL KO,UT,3,36,0.073357251,
AXL KO,UT,3,37,0.068991151,
AXL KO,UT,3,38,0.112613991,
AXL KO,UT,3,39,0.034666915,
AXL KO,UT,3,40,0.07493084,
AXL KO,UT,3,41,0.09410249,
AXL KO,UT,3,42,0.079477956,
AXL KO,UT,3,43,0.125144958,
AXL KO,UT,3,44,-0.00555057,
AXL KO,UT,3,45,0.048224371,
AXL KO,UT,3,46,0.101204547,
AXL KO,UT,3,47,0.127354775,
AXL KO,UT,3,48,0.090987532,
AXL KO,UT,3,49,0.076335999,
AXL KO,UT,3,50,0.034811225,
AXL KO,UT,3,51,0.110241059,
AXL KO,UT,3,52,0.022649628,
AXL KO,UT,3,53,0.118630916,
AXL KO,UT,3,54,0.089200674,
AXL KO,UT,3,55,0.088631907,
AXL KO,UT,3,56,0.112602469,
AXL KO,UT,3,57,0.060467357,
AXL KO,UT,3,58,0.114341381,
AXL KO,UT,3,59,0.126948051,
AXL KO,UT,3,60,0.073171361,
AXL KO,UT,3,61,0.046372921,
AXL KO,UT,3,62,0.109864501,
AXL KO,UT,3,63,0.166,
AXL KO,UT,3,64,-0.112867608,
AXL KO,UT,3,65,0.017194985,
AXL KO,UT,3,66,0.03904221,
AXL KO,UT,3,67,0.108421849,
AXL KO,UT,3,68,0.053140767,
AXL KO,UT,3,69,0.038204113,
AXL KO,UT,3,70,0.102988763,
AXL KO,UT,3,71,0.041293111,
AXL KO,UT,3,72,0.081140827,
AXL KO,UT,3,73,0.088110297,
AXL KO,UT,3,74,0.040519782,
AXL KO,UT,3,75,-0.071154517,
AXL KO,UT,3,76,0.1155165,
AXL KO,UT,3,77,0.081593655,
AXL KO,UT,3,78,0.125618443,
AXL KO,UT,3,79,0.108165936,
AXL KO,UT,3,80,0.02033002,
AXL KO,UT,3,81,0.004947915,
AXL KO,UT,3,82,0.039499864,
AXL KO,UT,3,83,0.02689735,
AXL KO,UT,3,84,-0.017718126,
AXL KO,UT,3,85,0.084925043,
AXL KO,UT,3,86,0.001403584,
AXL KO,UT,3,87,0.000409975,
AXL KO,UT,3,88,0.075917231,
AXL KO,UT,3,89,0.11064253,
AXL KO,UT,3,90,0.111685753,
AXL KO,UT,3,91,0.115991968,
AXL KO,UT,3,92,0.065763741,
AXL KO,UT,3,93,0.103954433,
AXL KO,UT,3,94,0.029258494,
AXL KO,UT,3,95,0.111692618,
AXL KO,UT,3,96,0.079181875,
AXL KO,UT,3,97,0.05608557,
AXL KO,UT,3,98,0.011680899,
AXL KO,UT,3,99,0.023616341,
AXL KO,UT,3,100,0.038568399,
AXL KO,UT,3,101,0.0989967,
AXL KO,UT,3,102,0.035257197,
AXL KO,UT,3,103,0.116739161,
AXL KO,UT,3,104,0.082765142,
AXL KO,UT,3,105,0.074112287,
AXL KO,UT,3,106,0.109893388,
AXL KO,UT,3,107,0.05191386,
AXL KO,UT,3,108,-0.025455852,
AXL KO,UT,3,109,0.076168368,
AXL KO,UT,3,110,0.056301079,
AXL KO,UT,3,111,0.02237652,
AXL KO,UT,3,112,0.000226215,
AXL KO,UT,3,113,0.068323518,
AXL KO,UT,3,114,0.093035101,
AXL KO,UT,3,115,-0.027262747,
AXL KO,UT,3,116,0.065007531,
AXL KO,UT,3,117,0.144036637,
AXL KO,UT,3,118,0.105189262,
AXL KO,UT,3,119,0.073080821,
AXL KO,UT,3,120,0.095970985,
AXL KO,UT,3,121,0.028691954,
AXL KO,UT,3,122,0.058280412,
AXL KO,UT,3,123,0.054425588,
AXL KO,UT,3,124,0.023993782,
AXL KO,UT,3,125,0.03521604,
AXL KO,UT,3,126,0.042798985,
AXL KO,UT,3,127,0.062606779,
AXL KO,UT,3,128,0.14546389,
AXL KO,UT,3,129,0.187827925,
AXL KO,UT,3,130,0.013235848,
AXL KO,UT,3,131,0.092857952,
AXL KO,UT,3,132,0.079235836,
AXL KO,UT,3,133,0.14129159,
AXL KO,UT,3,134,0.112969199,
AXL KO,UT,3,135,0.051069561,
AXL KO,UT,3,136,0.086551303,
AXL KO,UT,3,137,0.032801987,
AXL KO,UT,3,138,0.165471534,
AXL KO,UT,3,139,0.067276267,
AXL KO,UT,3,140,0.032492256,
AXL KO,UT,3,141,0.073777631,
AXL KO,UT,3,142,0.093573387,
AXL KO,UT,3,143,0.0245892,
AXL KO,UT,3,144,0.010897265,
AXL KO,UT,3,145,0.117741438,
AXL KO,UT,3,146,0.084066438,
AXL KO,UT,3,147,0.075991563,
AXL KO,UT,3,148,0.099058726,
AXL KO,UT,3,149,0.043720191,
AXL KO,UT,3,150,0.07988367,
AXL KO,UT,3,151,0.021457934,
AXL KO,UT,3,152,0.111228681,
AXL KO,UT,3,153,0.110972886,
AXL KO,UT,3,154,-0.011827041,
AXL KO,UT,3,155,0.049610285,
AXL KO,UT,3,156,0.004661399,
AXL KO,UT,3,157,0.076224436,
AXL KO,UT,3,158,-0.001984106,
AXL KO,UT,3,159,0.118903914,
AXL KO,UT,3,160,0.043969276,
AXL KO,UT,3,161,0.040620311,
AXL KO,UT,3,162,0.052166476,
AXL KO,UT,3,163,0.111741735,
AXL KO,UT,3,164,0.078134948,
AXL KO,UT,3,165,0.075507959,
AXL KO,UT,3,166,0.044942065,
AXL KO,UT,3,167,0.071193018,
AXL KO,UT,3,168,0.095083533,
AXL KO,UT,3,169,0.094002019,
AXL KO,UT,3,170,0.013360471,
AXL KO,UT,3,171,0.192882526,
AXL KO,UT,3,172,0.053328421,
AXL KO,UT,3,173,0.096950634,
AXL KO,UT,3,174,0.074552112,
AXL KO,UT,3,175,0.118374134,
AXL KO,UT,4,1,0.032711219,
AXL KO,UT,4,2,0.069599465,
AXL KO,UT,4,3,0.108762077,
AXL KO,UT,4,4,0.039332141,
AXL KO,UT,4,5,-0.007091115,
AXL KO,UT,4,6,0.090906481,
AXL KO,UT,4,7,-0.00688153,
AXL KO,UT,4,8,0.138076489,
AXL KO,UT,4,9,0.034906392,
AXL KO,UT,4,10,0.066406456,
AXL KO,UT,4,11,0.123880251,
AXL KO,UT,4,12,0.081011994,
AXL KO,UT,4,13,0.023541619,
AXL KO,UT,4,14,0.103096502,
AXL KO,UT,4,15,0.074561534,
AXL KO,UT,4,16,0.073286363,
AXL KO,UT,4,17,0.00887356,
AXL KO,UT,4,18,0.154897258,
AXL KO,UT,4,19,0.092067611,
AXL KO,UT,4,20,0.048102819,
AXL KO,UT,4,21,0.062543037,
AXL KO,UT,4,22,0.106800234,
AXL KO,UT,4,23,0.11641078,
AXL KO,UT,4,24,0.071422407,
AXL KO,UT,4,25,0.118879628,
AXL KO,UT,4,26,0.098651326,
AXL KO,UT,4,27,0.073404796,
AXL KO,UT,4,28,0.0646701,
AXL KO,UT,4,29,0.046159886,
AXL KO,UT,4,30,0.089135403,
AXL KO,UT,4,31,0.091524968,
AXL KO,UT,4,32,0.082292836,
AXL KO,UT,4,33,0.05008171,
AXL KO,UT,4,34,0.030485469,
AXL KO,UT,4,35,0.084774638,
AXL KO,UT,4,36,0.044138803,
AXL KO,UT,4,37,0.02163165,
AXL KO,UT,4,38,0.060098976,
AXL KO,UT,4,39,0.121980399,
AXL KO,UT,4,40,0.090274299,
AXL KO,UT,4,41,0.03978534,
AXL KO,UT,4,42,0.160726065,
AXL KO,UT,4,43,0.128966485,
AXL KO,UT,4,44,0.130300692,
AXL KO,UT,4,45,0.023409705,
AXL KO,UT,4,46,0.07886116,
AXL KO,UT,4,47,0.073428272,
AXL KO,UT,4,48,0.10850441,
AXL KO,UT,4,49,0.107015934,
AXL KO,UT,4,50,0.082870591,
AXL KO,UT,4,51,0.036683984,
AXL KO,UT,4,52,0.033272128,
AXL KO,UT,4,53,0.056608406,
AXL KO,UT,4,54,0.096916541,
AXL KO,UT,4,55,0.09307181,
AXL KO,UT,4,56,0.142582021,
AXL KO,UT,4,57,0.044539444,
AXL KO,UT,4,58,0.046733472,
AXL KO,UT,4,59,0.098284364,
AXL KO,UT,4,60,0.041924904,
AXL KO,UT,4,61,0.015433283,
AXL KO,UT,4,62,0.031986283,
AXL KO,UT,4,63,0.02683216,
AXL KO,UT,4,64,0.07093133,
AXL KO,UT,4,65,0.107717221,
AXL KO,UT,4,66,0.065110007,
AXL KO,UT,4,67,0.099561129,
AXL KO,UT,4,68,0.109526897,
AXL KO,UT,4,69,0.055582002,
AXL KO,UT,4,70,0.009329402,
AXL KO,UT,4,71,0.066458553,
AXL KO,UT,4,72,0.122934659,
AXL KO,UT,4,73,0.024874692,
AXL KO,UT,4,74,0.05168005,
AXL KO,UT,4,75,0.113650777,
AXL KO,UT,4,76,0.089586443,
AXL KO,UT,4,77,-0.031948306,
AXL KO,UT,4,78,0.126237574,
AXL KO,UT,4,79,0.116443724,
AXL KO,UT,4,80,0.144940026,
AXL KO,UT,4,81,0.162679581,
AXL KO,UT,4,82,0.059229592,
AXL KO,UT,4,83,0.061795099,
AXL KO,UT,4,84,0.04630164,
AXL KO,UT,4,85,0.122252034,
AXL KO,UT,4,86,0.109532505,
AXL KO,UT,4,87,0.126253062,
AXL KO,UT,4,88,0.11350512,
AXL KO,UT,4,89,0.046979525,
AXL KO,UT,4,90,0.096149865,
AXL KO,UT,4,91,0.060494023,
AXL KO,UT,4,92,0.070039263,
AXL KO,UT,4,93,0.018960389,
AXL KO,UT,4,94,0.102996425,
AXL KO,UT,4,95,0.120939674,
AXL KO,UT,4,96,0.030873244,
AXL KO,UT,4,97,-0.001444582,
AXL KO,UT,4,98,0.085078277,
AXL KO,UT,4,99,0.11800598,
AXL KO,UT,4,100,0.057277749,
AXL KO,UT,4,101,0.001334369,
AXL KO,UT,4,102,0.071244941,
AXL KO,UT,4,103,0.107228469,
AXL KO,UT,4,104,0.07964516,
AXL KO,UT,4,105,0.047847797,
AXL KO,UT,4,106,0.120396435,
AXL KO,UT,4,107,0.109867291,
AXL KO,UT,4,108,0.134446021,
AXL KO,UT,4,109,0.09138716,
AXL KO,UT,4,110,0.147729598,
AXL KO,UT,4,111,0.074285291,
AXL KO,UT,4,112,0.062236891,
AXL KO,UT,4,113,0.07920651,
AXL KO,UT,4,114,0.133713881,
AXL KO,UT,4,115,0.139675163,
AXL KO,UT,4,116,0.124192439,
AXL KO,UT,4,117,0.078431901,
AXL KO,UT,4,118,0.142410915,
AXL KO,UT,4,119,0.076344989,
AXL KO,UT,4,120,0.148366653,
AXL KO,UT,4,121,0.133107751,
AXL KO,UT,4,122,-0.01303382,
AXL KO,UT,4,123,0.063960146,
AXL KO,UT,4,124,-0.022667373,
AXL KO,UT,4,125,0.072750047,
AXL KO,UT,4,126,0.085292628,
AXL KO,UT,4,127,0.145689616,
AXL KO,UT,4,128,0.060484838,
AXL KO,UT,4,129,0.074429544,
AXL KO,UT,4,130,0.067361504,
AXL KO,UT,4,131,0.135669098,
AXL KO,UT,4,132,0.040674726,
AXL KO,UT,4,133,0.124385332,
AXL KO,UT,4,134,0.048719624,
AXL KO,UT,4,135,0.108496345,
AXL KO,UT,4,136,0.131209929,
AXL KO,UT,4,137,0.121634261,
AXL KO,UT,4,138,0.111666244,
AXL KO,UT,4,139,0.004111478,
AXL KO,UT,4,140,0.01034123,
AXL KO,UT,4,141,0.050099298,
AXL KO,UT,4,142,0.060439416,
AXL KO,UT,4,143,0.00620614,
AXL KO,UT,4,144,0.071898062,
AXL KO,UT,4,145,0.043837572,
AXL KO,UT,4,146,0.072686451,
AXL KO,UT,4,147,0.120819197,
AXL KO,UT,4,148,0.022973644,
AXL KO,UT,4,149,0.060244322,
AXL KO,UT,4,150,0.053001208,
AXL KO,UT,4,151,0.114087222,
AXL KO,UT,4,152,0.070850956,
AXL KO,UT,4,153,0.078219781,
AXL KO,UT,4,154,0.078544997,
AXL KO,UT,4,155,0.079114746,
AXL KO,UT,4,156,0.104649396,
AXL KO,UT,4,157,0.001831352,
AXL KO,UT,4,158,-0.006327128,
AXL KO,UT,4,159,0.023138349,
AXL KO,UT,4,160,0.063998681,
AXL KO,UT,4,161,0.071419671,
AXL KO,UT,4,162,0.074278457,
AXL KO,UT,4,163,0.001801111,
AXL KO,UT,4,164,0.102919647,
AXL KO,UT,4,165,0.087610181,
AXL KO,UT,4,166,0.041008739,
AXL KO,UT,4,167,0.040920469,
AXL KO,UT,4,168,0.034647257,
AXL KO,UT,4,169,0.061167774,
AXL KO,UT,4,170,0.019692227,
AXL KO,UT,4,171,0.089593519,
AXL KO,UT,4,172,-0.009169651,
AXL KO,UT,4,173,0.052507558,
AXL KO,UT,4,174,0.069164942,
AXL KO,UT,4,175,0.133721473,
AXL KO,UT,4,176,0.034706691,
AXL KO,UT,4,177,0.050986942,
AXL KO,UT,4,178,0.057373752,
AXL KO,UT,4,179,0.042593955,
AXL KO,UT,4,180,0.099570146,
AXL KO,UT,4,181,0.064589492,
AXL KO,UT,4,182,0.024246357,
AXL KO,UT,4,183,0.049059945,
AXL KO,UT,4,184,0.063022801,
AXL KO,UT,4,185,0.011638447,
AXL KO,UT,4,186,0.056356516,
AXL KO,UT,4,187,-0.00672681,
AXL KO,UT,5,1,0.058527705,
AXL KO,UT,5,2,0.096601964,
AXL KO,UT,5,3,0.132603109,
AXL KO,UT,5,4,-0.023966196,
AXL KO,UT,5,5,0.11035926,
AXL KO,UT,5,6,0.188931035,
AXL KO,UT,5,7,0.115690853,
AXL KO,UT,5,8,0.103438208,
AXL KO,UT,5,9,0.049922646,
AXL KO,UT,5,10,-0.036776784,
AXL KO,UT,5,11,0.128167129,
AXL KO,UT,5,12,0.114608835,
AXL KO,UT,5,13,-0.015871834,
AXL KO,UT,5,14,0.140739149,
AXL KO,UT,5,15,0.00601605,
AXL KO,UT,5,16,0.163117193,
AXL KO,UT,5,17,0.141275394,
AXL KO,UT,5,18,0.175127545,
AXL KO,UT,5,19,0.075221315,
AXL KO,UT,5,20,0.061926217,
AXL KO,UT,5,21,0.15079637,
AXL KO,UT,5,22,0.099401761,
AXL KO,UT,5,23,0.118153519,
AXL KO,UT,5,24,0.061960383,
AXL KO,UT,5,25,0.114978808,
AXL KO,UT,5,26,0.072203479,
AXL KO,UT,5,27,0.103548614,
AXL KO,UT,5,28,0.054743756,
AXL KO,UT,5,29,0.123496402,
AXL KO,UT,5,30,0.018307121,
AXL KO,E,1,1,0.175291082,
AXL KO,E,1,2,0.203977791,
AXL KO,E,1,3,0.076456673,
AXL KO,E,1,4,-0.027889991,
AXL KO,E,1,5,0.019608912,
AXL KO,E,1,6,0.041318949,
AXL KO,E,1,7,0.182287411,
AXL KO,E,1,8,0.202120568,
AXL KO,E,1,9,0.173204661,
AXL KO,E,1,10,0.07803823,
AXL KO,E,1,11,0.150165369,
AXL KO,E,1,12,0.234097824,
AXL KO,E,1,13,0.19658239,
AXL KO,E,1,14,0.153526088,
AXL KO,E,1,15,0.156592498,
AXL KO,E,1,16,0.087198358,
AXL KO,E,1,17,0.190422369,
AXL KO,E,1,18,0.13350244,
AXL KO,E,1,19,0.154303332,
AXL KO,E,1,20,0.218215244,
AXL KO,E,1,21,0.005592009,
AXL KO,E,1,22,0.169112962,
AXL KO,E,1,23,0.10519974,
AXL KO,E,1,24,0.156814093,
AXL KO,E,1,25,0.155887264,
AXL KO,E,1,26,0.163522903,
AXL KO,E,1,27,0.175956401,
AXL KO,E,1,28,0.137312563,
AXL KO,E,1,29,0.135555075,
AXL KO,E,1,30,0.114587742,
AXL KO,E,1,31,0.098534572,
AXL KO,E,1,32,0.196480791,
AXL KO,E,1,33,0.168502505,
AXL KO,E,1,34,0.124464566,
AXL KO,E,1,35,0.144443775,
AXL KO,E,1,36,0.152792856,
AXL KO,E,1,37,0.149590682,
AXL KO,E,1,38,0.204892824,
AXL KO,E,1,39,0.154508857,
AXL KO,E,1,40,0.035285583,
AXL KO,E,1,41,0.142478836,
AXL KO,E,1,42,0.016177783,
AXL KO,E,1,43,0.180931681,
AXL KO,E,1,44,0.153766418,
AXL KO,E,1,45,0.031715015,
AXL KO,E,1,46,0.181864195,
AXL KO,E,2,1,0.009598395,
AXL KO,E,2,2,0.224174756,
AXL KO,E,2,3,0.171967464,
AXL KO,E,2,4,0.140631482,
AXL KO,E,2,5,0.154373121,
AXL KO,E,2,6,0.155718806,
AXL KO,E,2,7,0.197985966,
AXL KO,E,2,8,0.1373073,
AXL KO,E,2,9,0.149878131,
AXL KO,E,2,10,0.027667301,
AXL KO,E,2,11,0.060727489,
AXL KO,E,2,12,0.169212111,
AXL KO,E,2,13,0.136830237,
AXL KO,E,2,14,0.009446141,
AXL KO,E,2,15,0.177935156,
AXL KO,E,2,16,0.175338275,
AXL KO,E,2,17,0.121639852,
AXL KO,E,2,18,0.191033103,
AXL KO,E,2,19,0.182996726,
AXL KO,E,2,20,0.158657188,
AXL KO,E,2,21,0.033809087,
AXL KO,E,2,22,0.046193473,
AXL KO,E,2,23,0.039166563,
AXL KO,E,2,24,0.149902033,
AXL KO,E,2,25,0.039091179,
AXL KO,E,2,26,0.151751596,
AXL KO,E,2,27,0.018413657,
AXL KO,E,2,28,0.135864918,
AXL KO,E,2,29,0.099620369,
AXL KO,E,2,30,0.144039047,
AXL KO,E,2,31,0.083480567,
AXL KO,E,2,32,-0.029128107,
AXL KO,E,2,33,0.138188557,
AXL KO,E,2,34,0.174117645,
AXL KO,E,3,1,0.16754158,
AXL KO,E,3,2,0.020735137,
AXL KO,E,3,3,0.038392918,
AXL KO,E,3,4,0.06738905,
AXL KO,E,3,5,0.089129805,
AXL KO,E,3,6,-0.001027395,
AXL KO,E,3,7,0.14111545,
AXL KO,E,3,8,0.012155327,
AXL KO,E,3,9,0.087148332,
AXL KO,E,3,10,0.024742611,
AXL KO,E,3,11,0.02570308,
AXL KO,E,3,12,0.097937983,
AXL KO,E,3,13,0.090493897,
AXL KO,E,3,14,0.219701854,
AXL KO,E,3,15,0.14321921,
AXL KO,E,3,16,0.135557533,
AXL KO,E,3,17,0.278080947,
AXL KO,E,3,18,0.198249164,
AXL KO,E,3,19,0.055698324,
AXL KO,E,3,20,0.026635792,
AXL KO,E,3,21,0.193964731,
AXL KO,E,3,22,0.029788278,
AXL KO,E,3,23,0.155612156,
AXL KO,E,3,24,0.127694987,
AXL KO,E,3,25,0.251062184,
AXL KO,E,3,26,0.045880423,
AXL KO,E,3,27,0.174598654,
AXL KO,E,3,28,0.226350981,
AXL KO,E,3,29,0.281147405,
AXL KO,E,3,30,0.174821404,
AXL KO,E,3,31,0.116470333,
AXL KO,E,3,32,-0.044205994,
AXL KO,E,3,33,0.131221429,
AXL KO,E,3,34,0.154723811,
AXL KO,E,3,35,0.041759556,
AXL KO,E,3,36,0.13661708,
AXL KO,E,3,37,0.146346367,
AXL KO,E,3,38,0.074632896,
AXL KO,E,3,39,0.089193137,
AXL KO,E,3,40,0.087916669,
AXL KO,E,3,41,0.121426668,
AXL KO,E,3,42,0.168907112,
